"id","child_age","age","sex","education","race","latino","metropolis","employment","employment_type","partner_in_house","n_of_children","work_hours","day","day_off","elderly_care","childcare","sleep","insomnia","getting_ready","in_house","in_garden","vehicles","time_with_children","school_children","doctor_children","work","hobby_income","courses","shopping","services","departments","free_time","culture","sport","watching_sport","religion","phone","travel","any_children","earnings"
128,NA,80,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"monday",FALSE,NA,0,570,0,90,20,0,0,0,0,0,0,0,60,50,0,0,120,0,0,0,0,30,25,0,NA
129,NA,75,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"thursday",FALSE,0,0,510,0,20,45,30,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0,0,0,NA
130,7,36,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",1,40,"wednesday",TRUE,NA,660,630,0,30,0,0,60,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,1,2884.61
131,NA,58,"M","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"friday",FALSE,NA,0,450,0,30,0,0,0,0,0,0,430,0,0,120,0,0,296,0,0,0,0,0,74,0,400
132,0,36,"M","tertiary","asian","non-latino","metropolis","employed","full-time","partner",2,40,"tuesday",FALSE,NA,0,450,0,30,0,0,0,0,0,0,525,0,0,0,0,0,180,0,30,0,0,0,0,1,1500
133,NA,46,"F","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,540,0,90,60,0,0,0,0,0,0,0,0,0,0,0,705,0,0,0,0,0,0,0,NA
134,0,35,"M","secondary","white","latino","non-metropolis","employed","full-time","partner",2,40,"tuesday",FALSE,NA,80,610,0,10,0,0,0,60,0,0,525,0,0,0,0,0,140,0,0,0,0,0,40,1,384
135,NA,31,"M","secondary","black","non-latino","non-metropolis","unemployed",NA,"no partner",0,NA,"friday",FALSE,NA,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,NA
136,5,25,"F","tertiary","white","latino","non-metropolis","employed","full-time","partner",1,50,"saturday",FALSE,NA,671,585,0,80,30,0,0,50,0,0,20,0,0,0,0,0,165,0,0,0,90,0,194,1,663.46
137,NA,50,"M","secondary","white","latino","metropolis","not in the labor force",NA,"partner",0,NA,"thursday",FALSE,NA,0,847,0,21,195,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,40,0,NA
138,NA,60,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",0,40,"thursday",FALSE,NA,0,450,0,80,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,120,0,1480
139,NA,62,"F","tertiary","white","non-latino","metropolis","employed","half-time","partner",0,22,"saturday",FALSE,NA,0,525,0,0,265,0,0,0,0,0,250,0,0,0,0,0,230,0,0,0,0,45,0,0,1211.53
140,NA,25,"M","secondary","black","non-latino","metropolis","employed","full-time","partner",0,67,"sunday",FALSE,NA,0,540,0,30,0,0,0,0,0,0,475,0,0,0,0,0,120,0,0,0,0,0,175,0,1015
141,10,37,"F","tertiary","white","non-latino","non-metropolis","employed","full-time","partner",2,35,"sunday",FALSE,NA,750,690,0,0,210,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,1,769.23
142,9,29,"M","secondary","white","non-latino","non-metropolis","unemployed",NA,"no partner",2,NA,"sunday",FALSE,NA,0,480,0,60,0,0,0,0,0,0,0,0,0,30,0,0,815,0,0,0,0,0,10,1,NA
143,15,15,"M","primary","white","non-latino","metropolis","not in the labor force",NA,"no partner",2,NA,"wednesday",FALSE,NA,0,613,0,10,0,0,0,0,0,0,0,0,425,0,0,0,310,0,0,0,0,0,20,1,NA
144,NA,65,"F","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,38,"thursday",FALSE,NA,0,510,0,30,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,1,0,0,461.53
145,11,47,"F","tertiary","white","non-latino","metropolis","employed","full-time","no partner",3,40,"saturday",FALSE,NA,750,390,120,0,125,0,0,150,0,0,0,0,0,90,0,0,90,0,0,0,0,0,75,1,1320
146,16,49,"F","tertiary","white","non-latino","metropolis","employed","half-time","partner",2,10,"tuesday",FALSE,NA,0,540,0,35,65,15,0,0,0,0,0,0,0,180,35,0,155,0,0,0,0,35,225,1,103.12
147,0,28,"M","tertiary","white","non-latino","metropolis","employed","half-time","partner",1,22,"tuesday",FALSE,NA,30,480,0,0,0,0,0,120,0,0,540,0,0,0,0,0,120,0,0,0,0,0,60,1,426.92
148,NA,50,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",0,35,"monday",FALSE,NA,0,505,0,30,65,0,0,0,0,0,480,0,0,0,0,0,135,0,0,0,60,0,20,0,307.69
149,16,48,"M","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",1,NA,"saturday",FALSE,NA,0,600,0,0,180,360,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,10,1,NA
150,NA,57,"M","primary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"friday",FALSE,NA,0,420,0,0,0,20,20,0,0,0,0,0,0,0,0,0,980,0,0,0,0,0,0,0,NA
151,NA,66,"M","secondary","black","non-latino","non-metropolis","not in the labor force",NA,"partner",0,NA,"tuesday",FALSE,NA,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,15,0,0,0,0,0,NA
152,11,16,"F","primary","white","latino","metropolis","not in the labor force",NA,"no partner",3,NA,"saturday",FALSE,NA,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,6,1,NA
153,NA,58,"M","secondary","black","non-latino","metropolis","employed","full-time","partner",0,72,"wednesday",FALSE,NA,0,570,0,145,0,0,0,0,0,0,470,0,0,30,0,0,0,0,0,0,0,0,95,0,1663.46
154,11,34,"M","primary","white","non-latino","non-metropolis","employed","full-time","partner",3,NA,"wednesday",TRUE,NA,0,600,30,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,300,0,0,0,0,1,850
155,NA,65,"M","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"partner",0,NA,"sunday",FALSE,NA,0,480,0,0,0,180,0,0,0,0,0,0,0,0,0,0,435,0,120,0,0,1,10,0,NA
156,17,42,"M","secondary","white","latino","metropolis","employed","full-time","no partner",1,48,"thursday",FALSE,NA,0,270,0,65,0,0,0,0,0,0,633,0,0,0,0,0,393,0,0,0,0,0,29,1,500
157,13,46,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",1,40,"thursday",FALSE,NA,0,465,0,45,0,0,20,0,0,0,439,0,0,0,0,0,275,0,0,0,0,0,115,1,865.38
158,1,34,"F","secondary","white","non-latino","metropolis","employed","half-time","partner",2,15,"saturday",FALSE,NA,370,490,0,35,60,0,0,235,0,0,300,0,0,0,0,0,30,0,0,0,0,0,30,1,150
159,11,44,"M","tertiary","white","latino","metropolis","employed","full-time","partner",3,70,"sunday",FALSE,NA,690,510,0,0,0,0,0,180,0,0,0,0,0,0,0,0,180,0,0,0,0,0,135,1,1730
160,NA,61,"M","tertiary","white","non-latino","non-metropolis","employed","full-time","partner",0,35,"saturday",FALSE,NA,0,420,0,0,0,0,0,0,0,0,0,0,0,10,0,0,435,0,0,0,0,0,55,0,NA
161,NA,67,"F","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,45,"saturday",FALSE,NA,0,705,0,0,0,130,0,0,0,0,0,0,0,20,0,0,290,0,95,0,0,0,50,0,NA
162,6,44,"F","tertiary","white","non-latino","metropolis","employed","full-time","no partner",3,45,"wednesday",FALSE,NA,210,450,0,75,0,0,0,60,0,0,540,120,0,0,0,0,0,0,0,0,0,0,60,1,2884.61
163,11,65,"F","secondary","black","non-latino","metropolis","not in the labor force",NA,"no partner",1,NA,"saturday",FALSE,NA,350,633,0,90,140,0,0,20,0,0,0,0,0,50,0,0,143,0,0,0,0,0,220,1,NA
164,NA,67,"F","secondary","black","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"saturday",FALSE,NA,0,658,0,0,120,0,0,0,0,0,0,0,0,120,0,0,180,0,0,0,0,0,110,0,NA
165,NA,26,"M","secondary","black","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"friday",FALSE,NA,0,230,0,30,0,0,0,0,0,0,0,0,165,2,0,0,190,0,0,0,0,0,28,0,NA
166,12,58,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",1,50,"sunday",FALSE,NA,330,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,1,475
167,NA,50,"F","primary","black","non-latino","metropolis","employed","full-time","no partner",0,40,"wednesday",FALSE,165,0,560,0,30,0,0,0,0,0,0,590,0,0,0,0,0,30,0,0,0,0,0,75,0,480
168,1,28,"F","secondary","black","non-latino","metropolis","employed","full-time","no partner",2,NA,"saturday",FALSE,NA,580,735,0,10,60,0,0,125,0,0,0,0,0,60,0,0,210,0,0,0,0,0,40,1,562.5
169,NA,49,"F","secondary","black","non-latino","metropolis","employed","full-time","partner",0,40,"friday",FALSE,NA,0,600,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,45,0,500
170,NA,73,"F","incomplete primary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"thursday",FALSE,NA,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,50,0,NA
171,NA,73,"F","secondary","white","latino","metropolis","not in the labor force",NA,"partner",0,NA,"saturday",FALSE,NA,0,495,0,35,210,0,0,0,0,0,0,0,0,60,0,0,150,135,0,0,0,0,105,0,NA
172,8,54,"M","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",1,NA,"monday",FALSE,NA,0,570,0,155,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,35,1,NA
173,14,37,"F","secondary","asian","non-latino","metropolis","employed","full-time","partner",1,39,"sunday",FALSE,242,0,670,0,15,290,0,0,0,0,0,0,0,0,62,0,0,212,0,0,0,0,0,60,1,576.92
174,10,16,"F","primary","white","latino","metropolis","employed","half-time","no partner",2,30,"saturday",FALSE,NA,0,595,0,60,0,0,0,0,0,0,465,0,0,26,0,0,155,0,0,0,0,0,69,1,247.5
175,9,30,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",1,60,"saturday",FALSE,NA,0,615,0,19,0,0,180,0,0,0,240,0,0,0,0,0,60,0,0,0,0,0,66,1,773
176,NA,38,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",0,50,"tuesday",FALSE,NA,0,465,0,55,0,0,0,0,0,0,515,0,0,0,0,0,120,0,0,0,0,15,120,0,1060
177,NA,72,"F","secondary","white","non-latino","metropolis","employed","half-time","partner",0,20,"saturday",FALSE,NA,0,540,0,80,60,0,0,0,0,0,0,0,0,35,0,0,297,0,0,0,72,10,96,0,NA
178,13,17,"M","primary","white","non-latino","metropolis","unemployed",NA,"no partner",2,NA,"tuesday",FALSE,NA,0,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,1,NA
179,NA,85,"F","incomplete primary","white","latino","metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,540,0,0,30,0,0,0,0,0,0,0,0,90,0,0,410,0,0,0,60,0,55,0,NA
180,13,18,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",1,NA,"thursday",FALSE,NA,0,575,0,80,0,0,0,0,0,0,0,0,0,155,0,0,313,0,0,0,0,0,42,1,NA
181,NA,57,"F","secondary","white","latino","metropolis","employed","half-time","no partner",0,22,"wednesday",FALSE,NA,0,450,0,55,280,0,0,0,0,0,230,0,0,30,0,0,30,0,0,0,0,0,55,0,128
182,1,24,"M","secondary","white","non-latino","non-metropolis","employed","full-time","partner",2,40,"saturday",FALSE,NA,215,455,0,30,0,0,0,20,0,0,500,0,0,19,0,0,0,0,0,0,110,0,132,1,461.53
183,NA,60,"M","tertiary","white","latino","metropolis","employed","full-time","no partner",0,40,"sunday",FALSE,NA,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,0,0,0,0,0,0,0,1250
184,NA,66,"F","secondary","white","latino","metropolis","employed","full-time","partner",0,36,"wednesday",FALSE,NA,0,845,0,45,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,10,0,507.69
185,NA,28,"M","secondary","white","non-latino","non-metropolis","employed","full-time","partner",0,45,"monday",FALSE,NA,0,435,0,50,0,0,0,0,0,0,485,0,0,0,0,0,205,0,0,0,0,60,70,0,709.15
186,5,33,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",3,NA,"saturday",FALSE,NA,829,570,0,90,360,0,0,40,0,1,0,0,0,0,0,0,170,0,0,0,0,0,0,1,NA
187,NA,58,"F","secondary","black","non-latino","metropolis","employed","full-time","partner",0,40,"monday",FALSE,NA,0,557,0,60,0,0,0,0,0,0,0,0,0,105,0,0,360,0,0,0,0,0,86,0,424
188,NA,30,"M","secondary","white","latino","metropolis","not in the labor force",NA,"no partner",0,NA,"tuesday",FALSE,NA,0,505,0,5,100,0,0,0,0,0,0,0,0,90,0,0,205,0,30,0,0,0,30,0,NA
189,NA,52,"M","secondary","white","non-latino","non-metropolis","employed","full-time","partner",0,NA,"saturday",FALSE,NA,0,450,0,0,0,0,450,0,0,0,0,0,0,2,0,0,250,0,0,0,0,0,42,0,NA
190,4,27,"M","tertiary","white","latino","metropolis","employed","full-time","partner",1,40,"thursday",FALSE,NA,250,450,0,60,0,0,0,20,0,0,475,0,0,0,0,0,75,0,0,0,0,0,195,1,1000
191,NA,25,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",0,40,"tuesday",FALSE,NA,0,420,0,60,0,0,0,0,0,0,480,0,220,0,0,0,90,0,0,0,0,0,35,0,400
192,17,17,"F","primary","white","non-latino","metropolis","employed","half-time","no partner",1,6,"wednesday",TRUE,NA,0,716,210,30,0,0,0,0,0,0,0,0,0,40,0,0,180,0,90,0,0,0,128,1,49.5
193,NA,68,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,750,0,105,180,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,20,0,NA
194,NA,78,"F","tertiary","black","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,465,0,45,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,NA
195,NA,55,"F","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"saturday",FALSE,NA,0,630,0,30,270,0,0,0,0,0,0,0,0,0,0,0,130,150,0,0,0,0,50,0,1057.69
196,4,22,"M","secondary","white","non-latino","metropolis","employed","full-time","no partner",1,50,"sunday",FALSE,NA,560,690,0,43,0,0,0,130,0,0,0,0,0,5,0,0,20,0,0,0,250,0,60,1,1000
197,NA,77,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,540,0,30,20,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,435,0,NA
198,1,26,"M","primary","white","latino","non-metropolis","employed","half-time","partner",3,NA,"saturday",FALSE,NA,514,710,0,40,90,0,30,90,0,0,0,0,0,5,0,0,195,0,66,0,75,0,74,1,400
199,NA,69,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"thursday",FALSE,556,0,165,0,30,120,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,47,0,NA
200,5,48,"M","secondary","black","non-latino","metropolis","employed","half-time","no partner",1,4,"thursday",FALSE,NA,350,555,0,65,168,0,0,90,0,0,0,0,0,30,15,0,75,90,0,0,0,0,180,1,36.8
201,NA,35,"F","secondary","black","non-latino","metropolis","employed","full-time","no partner",0,35,"wednesday",FALSE,NA,0,675,0,60,0,0,0,0,0,0,440,0,0,0,0,0,60,0,0,0,90,0,75,0,400
202,NA,58,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",0,40,"friday",FALSE,NA,0,420,0,53,60,0,0,0,0,0,535,0,0,0,0,0,240,0,0,0,0,0,40,0,600
203,12,39,"F","secondary","black","non-latino","non-metropolis","employed","half-time","partner",2,30,"friday",FALSE,NA,325,568,0,30,0,0,0,5,0,0,458,0,0,0,0,0,195,0,0,90,0,0,64,1,350
204,1,32,"M","primary","white","latino","metropolis","employed","full-time","partner",2,36,"friday",FALSE,NA,0,480,0,60,0,0,0,30,60,0,470,0,0,0,0,0,90,0,0,0,0,0,95,1,400
205,9,44,"F","secondary","white","non-latino","metropolis","employed","half-time","partner",3,8,"monday",FALSE,NA,210,520,0,50,60,0,0,166,0,0,0,0,0,20,0,0,72,0,0,0,0,0,100,1,88
206,8,36,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",2,40,"thursday",FALSE,NA,0,480,0,45,0,0,0,0,0,0,530,0,0,0,0,0,220,0,0,0,0,0,60,1,730.76
207,13,19,"M","secondary","black","non-latino","metropolis","unemployed",NA,"no partner",1,NA,"wednesday",TRUE,NA,0,540,0,20,0,0,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,58,1,NA
208,NA,76,"M","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"thursday",FALSE,NA,0,510,0,0,0,60,0,0,0,0,0,0,0,0,0,0,645,0,0,0,0,0,0,0,NA
209,1,27,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",2,NA,"friday",FALSE,NA,570,815,0,30,330,0,0,15,0,0,0,0,0,0,0,0,0,0,60,0,0,0,10,1,NA
210,NA,68,"M","tertiary","other","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"friday",FALSE,NA,0,885,0,0,0,0,0,0,0,0,0,0,0,60,0,0,120,0,0,0,0,0,30,0,NA
211,14,52,"F","tertiary","white","non-latino","metropolis","employed","full-time","no partner",1,45,"tuesday",FALSE,NA,0,450,0,60,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,240,1,2884.61
212,11,17,"F","primary","white","non-latino","metropolis","unemployed",NA,"no partner",2,NA,"thursday",FALSE,NA,0,694,0,45,15,0,0,0,0,0,0,0,0,80,0,0,370,0,0,0,0,0,36,1,NA
213,2,35,"M","tertiary","black","non-latino","metropolis","employed","full-time","partner",2,40,"monday",FALSE,NA,25,390,0,210,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,0,0,0,30,1,350
214,NA,69,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,635,0,60,135,0,0,0,0,0,0,0,0,199,0,0,240,0,0,0,0,0,50,0,NA
215,0,25,"F","secondary","white","non-latino","metropolis","unemployed",NA,"partner",2,NA,"tuesday",FALSE,NA,40,700,0,75,5,0,0,110,0,0,0,0,0,38,0,0,242,0,0,0,0,0,32,1,NA
216,NA,22,"F","secondary","white","non-latino","metropolis","employed","half-time","partner",0,15,"saturday",FALSE,NA,0,510,0,30,0,0,0,0,0,0,118,0,0,0,0,0,318,138,0,0,0,0,216,0,192.3
217,10,15,"M","primary","white","non-latino","metropolis","not in the labor force",NA,"no partner",3,NA,"tuesday",FALSE,NA,30,595,0,25,0,0,0,0,0,0,0,0,400,0,0,0,240,0,0,0,0,0,60,1,NA
218,1,30,"F","tertiary","white","non-latino","metropolis","employed","half-time","partner",1,5,"saturday",FALSE,NA,410,489,0,45,30,0,0,257,0,0,60,0,0,0,0,0,75,0,15,0,0,0,30,1,NA
219,2,36,"F","tertiary","white","non-latino","metropolis","employed","half-time","partner",2,8,"sunday",FALSE,NA,360,635,0,0,0,0,0,240,0,0,0,0,0,60,0,0,135,0,0,0,0,0,25,1,400
220,NA,39,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",0,65,"thursday",FALSE,NA,0,420,0,30,45,60,0,0,0,0,285,0,0,0,0,0,370,0,0,0,0,0,50,0,2884.61
221,11,52,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",1,40,"monday",FALSE,NA,158,435,0,85,0,0,0,52,75,0,455,0,0,0,0,0,75,0,0,0,0,10,70,1,760
222,8,18,"M","primary","other","non-latino","metropolis","not in the labor force",NA,"no partner",2,NA,"tuesday",FALSE,NA,0,499,0,120,0,0,0,0,0,0,0,0,381,0,0,0,0,0,150,0,0,0,20,1,NA
223,12,36,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",2,NA,"saturday",FALSE,NA,75,530,0,60,15,0,0,121,0,0,0,0,0,275,0,0,0,0,0,0,0,0,123,1,NA
224,NA,59,"F","tertiary","white","non-latino","non-metropolis","not in the labor force",NA,"partner",0,NA,"monday",FALSE,NA,0,600,0,0,195,60,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,NA
225,6,37,"F","tertiary","white","non-latino","non-metropolis","employed","full-time","no partner",1,40,"thursday",FALSE,NA,260,590,0,80,35,0,0,7,55,0,347,40,0,10,0,0,60,0,0,0,0,0,111,1,1576.92
226,15,33,"F","incomplete primary","black","non-latino","metropolis","employed","full-time","partner",1,40,"wednesday",FALSE,NA,0,710,0,30,90,0,0,5,0,0,0,0,0,0,0,0,355,0,0,0,30,0,0,1,547.2
227,14,59,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,60,"tuesday",FALSE,NA,0,330,0,45,0,0,0,0,0,0,720,0,0,0,0,0,165,0,0,0,0,0,90,1,1769
228,NA,56,"M","tertiary","black","non-latino","metropolis","employed","full-time","no partner",0,40,"saturday",FALSE,NA,0,600,0,30,195,0,0,0,0,0,0,0,0,30,0,0,260,0,80,0,0,0,110,0,2307.69
229,NA,21,"M","secondary","asian","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,482,0,45,0,0,0,0,0,0,0,0,0,60,0,0,308,0,0,0,0,0,140,0,NA
230,5,32,"M","primary","white","non-latino","metropolis","employed","full-time","partner",1,40,"friday",FALSE,NA,20,525,0,0,2,0,0,47,0,0,342,0,0,0,0,0,94,0,0,0,0,1,135,1,NA
231,1,44,"M","tertiary","black","non-latino","metropolis","employed","full-time","partner",2,40,"sunday",FALSE,NA,360,480,0,0,105,0,0,55,0,0,120,0,0,0,0,0,160,0,0,0,60,0,160,1,576.92
232,NA,24,"M","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"wednesday",FALSE,NA,0,480,0,60,0,0,0,0,0,0,515,0,0,0,0,0,140,0,90,0,0,0,50,0,680
233,9,37,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",2,40,"thursday",FALSE,NA,0,509,0,30,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,62,1,1280
234,NA,71,"F","tertiary","white","non-latino","non-metropolis","not in the labor force",NA,"partner",0,NA,"sunday",FALSE,85,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,16,0,NA
235,5,21,"F","secondary","white","non-latino","metropolis","employed","half-time","no partner",4,6,"monday",FALSE,NA,0,525,0,30,0,0,0,0,0,0,0,0,185,10,0,0,40,0,0,0,0,0,74,1,36.25
236,17,17,"M","primary","white","non-latino","metropolis","employed","half-time","no partner",1,30,"sunday",FALSE,NA,0,510,0,0,0,0,0,0,0,0,870,0,0,0,0,0,0,0,0,0,0,0,60,1,238.5
237,NA,80,"M","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"thursday",FALSE,NA,0,540,0,10,0,0,0,0,0,0,0,0,0,0,0,0,815,0,0,0,0,0,0,0,NA
238,17,41,"F","tertiary","asian","non-latino","metropolis","employed","full-time","partner",1,36,"thursday",FALSE,NA,0,854,0,30,30,0,0,0,0,0,0,0,0,25,0,0,150,0,0,0,0,0,34,1,1442.3
239,NA,60,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",0,40,"tuesday",FALSE,NA,0,405,0,90,0,0,0,0,0,0,505,0,0,0,0,0,180,0,0,0,0,0,75,0,500
240,NA,66,"M","tertiary","white","non-latino","non-metropolis","employed","full-time","no partner",0,70,"saturday",FALSE,133,0,542,0,0,15,0,0,0,0,0,152,0,0,50,0,0,300,0,0,0,0,0,72,0,961.53
241,NA,23,"F","secondary","other","non-latino","metropolis","employed","full-time","no partner",0,37,"saturday",FALSE,NA,0,585,0,30,0,0,0,0,0,0,480,0,0,5,0,0,215,0,0,0,0,0,40,0,300
242,10,48,"F","tertiary","white","non-latino","metropolis","employed","half-time","partner",2,25,"tuesday",FALSE,NA,765,495,0,15,120,0,0,60,0,0,0,0,0,30,0,0,120,0,60,0,0,0,110,1,217
243,NA,71,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"saturday",FALSE,NA,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,120,0,0,0,0,0,NA
244,3,28,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",1,NA,"saturday",FALSE,NA,650,630,0,90,30,0,0,70,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,1,NA
245,0,35,"F","tertiary","white","latino","metropolis","employed","full-time","partner",1,40,"saturday",FALSE,242,575,418,0,65,60,0,0,445,0,0,90,0,0,120,0,0,30,0,0,0,0,0,92,1,1126.92
246,16,50,"M","secondary","white","non-latino","non-metropolis","employed","full-time","partner",1,55,"thursday",FALSE,NA,0,780,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0,1,1100
247,NA,24,"F","secondary","white","non-latino","non-metropolis","unemployed",NA,"no partner",0,NA,"tuesday",FALSE,NA,0,540,0,60,240,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,30,0,NA
248,NA,49,"F","secondary","white","non-latino","non-metropolis","employed","half-time","partner",0,16,"saturday",FALSE,NA,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,553.84
